Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Year,Month,Day,DayOfWeek,WeekOfYear,IsWeekend,Lag_1,Lag_7,Lag_14,Lag_30,Rolling_Mean_7,Rolling_Mean_30
2023-12-05,S001,P0006,Toys,North,264,163,81,176.65,34.5,20,Rainy,0,36.5,Spring,2023,12,5,1,49,0,243.0,81.0,70.0,60.0,105.42857142857143,116.43333333333334
2023-12-06,S001,P0006,Toys,East,357,11,157,20.74,70.72,20,Cloudy,1,72.52,Spring,2023,12,6,2,49,0,163.0,223.0,111.0,13.0,117.14285714285714,119.86666666666666
2023-12-07,S001,P0006,Groceries,East,451,162,28,181.76,81.4,20,Cloudy,1,84.4,Winter,2023,12,7,3,49,0,11.0,44.0,80.0,152.0,86.85714285714286,119.8
2023-12-08,S001,P0006,Clothing,East,100,34,157,48.03,87.67,15,Cloudy,1,88.81,Spring,2023,12,8,4,49,0,162.0,66.0,7.0,45.0,103.71428571428571,120.13333333333334
2023-12-09,S001,P0006,Toys,North,257,16,33,27.14,63.04,15,Snowy,0,63.47,Autumn,2023,12,9,5,49,1,34.0,31.0,136.0,223.0,99.14285714285714,119.76666666666667
2023-12-10,S001,P0006,Clothing,South,264,224,34,221.75,50.72,10,Rainy,1,54.92,Spring,2023,12,10,6,49,1,16.0,50.0,54.0,167.0,97.0,112.86666666666666
2023-12-11,S001,P0006,Groceries,West,364,23,73,27.23,77.77,15,Rainy,1,79.45,Spring,2023,12,11,0,50,0,224.0,243.0,121.0,204.0,121.85714285714286,114.76666666666667
2023-12-12,S001,P0006,Clothing,West,77,35,34,38.64,11.64,5,Sunny,1,15.82,Spring,2023,12,12,1,50,0,23.0,163.0,81.0,352.0,90.42857142857143,108.73333333333333
2023-12-13,S001,P0006,Clothing,West,374,19,28,23.72,41.62,15,Rainy,0,41.52,Summer,2023,12,13,2,50,0,35.0,11.0,223.0,104.0,72.14285714285714,98.16666666666667
2023-12-14,S001,P0006,Clothing,West,490,257,108,268.91,39.09,0,Sunny,0,41.13,Winter,2023,12,14,3,50,0,19.0,162.0,44.0,171.0,73.28571428571429,95.33333333333333
2023-12-15,S001,P0006,Toys,West,79,43,143,41.73,12.76,5,Snowy,0,15.97,Autumn,2023,12,15,4,50,0,257.0,34.0,66.0,14.0,86.85714285714286,98.2
2023-12-16,S001,P0006,Clothing,West,386,357,27,369.61,20.81,15,Sunny,1,23.12,Summer,2023,12,16,5,50,1,43.0,16.0,31.0,26.0,88.14285714285714,99.16666666666667
2023-12-17,S001,P0006,Groceries,West,281,44,22,45.37,63.42,5,Sunny,1,61.32,Spring,2023,12,17,6,50,1,357.0,224.0,50.0,142.0,136.85714285714286,110.2
2023-12-18,S001,P0006,Furniture,West,62,40,73,58.89,75.14,5,Rainy,1,76.22,Autumn,2023,12,18,0,51,0,44.0,23.0,243.0,253.0,111.14285714285714,106.93333333333334
2023-12-19,S001,P0006,Clothing,East,494,139,136,140.38,87.92,20,Cloudy,0,92.43,Spring,2023,12,19,1,51,0,40.0,35.0,163.0,103.0,113.57142857142857,99.83333333333333
2023-12-20,S001,P0006,Groceries,South,404,186,66,185.33,20.17,5,Snowy,0,21.63,Autumn,2023,12,20,2,51,0,139.0,19.0,11.0,147.0,128.42857142857142,101.03333333333333
2023-12-21,S001,P0006,Toys,West,399,345,61,337.82,84.81,15,Snowy,0,83.97,Autumn,2023,12,21,3,51,0,186.0,257.0,162.0,70.0,152.28571428571428,102.33333333333333
2023-12-22,S001,P0006,Electronics,North,345,86,54,76.31,45.22,0,Rainy,1,49.19,Winter,2023,12,22,4,51,0,345.0,43.0,34.0,111.0,164.85714285714286,111.5
2023-12-23,S001,P0006,Clothing,South,327,152,54,158.29,76.0,5,Cloudy,1,76.1,Summer,2023,12,23,5,51,1,86.0,357.0,16.0,80.0,171.0,110.66666666666667
2023-12-24,S001,P0006,Toys,West,384,21,131,40.51,56.07,10,Sunny,0,59.22,Autumn,2023,12,24,6,51,1,152.0,44.0,224.0,7.0,141.71428571428572,113.06666666666666
2023-12-25,S001,P0006,Electronics,East,144,83,138,97.81,35.79,0,Snowy,1,33.28,Winter,2023,12,25,0,52,0,21.0,40.0,23.0,136.0,138.42857142857142,113.53333333333333
2023-12-26,S001,P0006,Groceries,South,93,85,149,99.26,61.05,10,Rainy,1,62.11,Autumn,2023,12,26,1,52,0,83.0,139.0,35.0,54.0,144.57142857142858,111.76666666666667
2023-12-27,S001,P0006,Toys,East,361,109,191,128.48,60.72,10,Snowy,1,64.73,Summer,2023,12,27,2,52,0,85.0,186.0,19.0,121.0,136.85714285714286,112.8
2023-12-28,S001,P0006,Toys,South,76,12,120,4.74,25.34,10,Snowy,0,24.99,Spring,2023,12,28,3,52,0,109.0,345.0,257.0,81.0,125.85714285714286,112.4
2023-12-29,S001,P0006,Furniture,West,381,46,124,39.42,17.41,15,Cloudy,0,17.28,Winter,2023,12,29,4,52,0,12.0,86.0,43.0,223.0,78.28571428571429,110.1
2023-12-30,S001,P0006,Furniture,West,302,38,141,42.31,96.62,0,Cloudy,1,95.53,Summer,2023,12,30,5,52,1,46.0,152.0,357.0,44.0,72.57142857142857,104.2
2023-12-31,S001,P0006,Groceries,South,181,146,124,136.55,37.58,15,Rainy,0,38.99,Autumn,2023,12,31,6,52,1,38.0,21.0,44.0,66.0,56.285714285714285,104.0
2024-01-01,S001,P0006,Electronics,North,305,87,114,91.48,64.76,10,Snowy,0,66.83,Summer,2024,1,1,0,1,0,146.0,83.0,40.0,31.0,74.14285714285714,106.66666666666667
2022-01-31,S001,P0007,Groceries,East,272,235,131,237.46,24.05,5,Sunny,1,20.8,Summer,2022,1,31,0,5,0,337.0,466.0,194.0,97.0,175.14285714285714,145.6
2022-02-01,S001,P0007,Groceries,West,175,103,128,108.28,85.38,10,Sunny,1,88.57,Winter,2022,2,1,1,5,0,235.0,72.0,101.0,56.0,142.14285714285714,150.2
2022-02-02,S001,P0007,Electronics,East,485,87,116,91.09,83.71,0,Rainy,1,87.06,Autumn,2022,2,2,2,5,0,103.0,168.0,116.0,140.0,146.57142857142858,151.76666666666668
2022-02-03,S001,P0007,Groceries,South,174,92,171,109.9,24.38,15,Sunny,0,28.54,Autumn,2022,2,3,3,5,0,87.0,21.0,204.0,341.0,135.0,150.0
2022-02-04,S001,P0007,Groceries,North,62,22,135,41.2,66.15,15,Cloudy,0,69.0,Winter,2022,2,4,4,5,0,92.0,30.0,95.0,8.0,145.14285714285714,141.7
2022-02-05,S001,P0007,Toys,West,437,236,26,234.42,27.66,15,Cloudy,1,27.37,Summer,2022,2,5,5,5,1,22.0,132.0,15.0,35.0,144.0,142.16666666666666
2022-02-06,S001,P0007,Toys,South,424,85,145,86.22,54.66,0,Cloudy,0,58.24,Summer,2022,2,6,6,5,1,236.0,337.0,95.0,429.0,158.85714285714286,148.86666666666667
2022-02-07,S001,P0007,Furniture,North,470,365,131,370.86,36.38,10,Rainy,0,34.87,Winter,2022,2,7,0,6,0,85.0,235.0,466.0,172.0,122.85714285714286,137.4
2022-02-08,S001,P0007,Groceries,East,436,185,122,179.7,37.5,5,Cloudy,1,38.56,Spring,2022,2,8,1,6,0,365.0,103.0,72.0,81.0,141.42857142857142,143.83333333333334
2022-02-09,S001,P0007,Clothing,South,223,17,155,32.01,42.81,5,Snowy,0,41.9,Spring,2022,2,9,2,6,0,185.0,87.0,168.0,323.0,153.14285714285714,147.3
2022-02-10,S001,P0007,Furniture,East,365,112,113,112.0,33.02,10,Snowy,1,28.91,Spring,2022,2,10,3,6,0,17.0,92.0,21.0,79.0,143.14285714285714,137.1
2022-02-11,S001,P0007,Toys,East,238,24,40,40.14,87.36,10,Rainy,0,84.0,Winter,2022,2,11,4,6,0,112.0,22.0,30.0,152.0,146.0,138.2
2022-02-12,S001,P0007,Electronics,North,412,165,116,163.5,45.68,15,Rainy,1,41.17,Autumn,2022,2,12,5,6,1,24.0,236.0,132.0,245.0,146.28571428571428,133.93333333333334
2022-02-13,S001,P0007,Toys,North,186,2,61,7.87,24.51,5,Rainy,0,25.33,Spring,2022,2,13,6,6,1,165.0,85.0,337.0,126.0,136.14285714285714,131.26666666666668
2022-02-14,S001,P0007,Furniture,East,445,252,92,249.86,44.18,20,Sunny,1,46.65,Autumn,2022,2,14,0,7,0,2.0,365.0,235.0,31.0,124.28571428571429,127.13333333333334
2022-02-15,S001,P0007,Groceries,West,120,101,169,91.93,82.16,0,Snowy,0,80.3,Winter,2022,2,15,1,7,0,252.0,185.0,103.0,7.0,108.14285714285714,134.5
2022-02-16,S001,P0007,Toys,South,60,16,183,34.54,59.89,15,Rainy,1,61.57,Spring,2022,2,16,2,7,0,101.0,17.0,87.0,194.0,96.14285714285714,137.63333333333333
2022-02-17,S001,P0007,Electronics,North,69,69,126,86.85,23.71,10,Snowy,0,28.59,Summer,2022,2,17,3,7,0,16.0,112.0,92.0,101.0,96.0,131.7
2022-02-18,S001,P0007,Toys,North,68,60,130,73.97,73.44,10,Snowy,0,74.81,Summer,2022,2,18,4,7,0,69.0,24.0,22.0,116.0,89.85714285714286,130.63333333333333
2022-02-19,S001,P0007,Toys,South,218,135,40,126.79,15.24,20,Sunny,1,19.7,Autumn,2022,2,19,5,7,1,60.0,165.0,236.0,204.0,95.0,128.76666666666668
2022-02-20,S001,P0007,Clothing,West,243,40,107,36.63,49.63,0,Cloudy,1,46.94,Summer,2022,2,20,6,7,1,135.0,2.0,85.0,95.0,90.71428571428571,126.46666666666667
2022-02-21,S001,P0007,Electronics,South,217,138,52,142.4,72.7,0,Snowy,0,75.37,Autumn,2022,2,21,0,8,0,40.0,252.0,365.0,15.0,96.14285714285714,124.63333333333334
2022-02-22,S001,P0007,Electronics,South,178,125,34,130.42,21.38,15,Snowy,1,25.7,Summer,2022,2,22,1,8,0,138.0,101.0,185.0,95.0,79.85714285714286,128.73333333333332
2022-02-23,S001,P0007,Groceries,East,322,13,32,3.77,27.64,0,Cloudy,1,32.44,Summer,2022,2,23,2,8,0,125.0,16.0,17.0,466.0,83.28571428571429,129.73333333333332
2022-02-24,S001,P0007,Furniture,East,235,12,109,2.17,42.12,0,Rainy,1,43.89,Winter,2022,2,24,3,8,0,13.0,69.0,112.0,72.0,82.85714285714286,114.63333333333334
2022-02-25,S001,P0007,Groceries,North,222,79,100,80.46,60.02,10,Snowy,0,58.97,Spring,2022,2,25,4,8,0,12.0,60.0,24.0,168.0,74.71428571428571,112.63333333333334
2022-02-26,S001,P0007,Toys,North,273,30,110,42.79,84.83,15,Sunny,0,83.46,Autumn,2022,2,26,5,8,1,79.0,135.0,165.0,21.0,77.42857142857143,109.66666666666667
2022-02-27,S001,P0007,Groceries,East,201,19,110,19.06,88.34,10,Rainy,0,89.84,Autumn,2022,2,27,6,8,1,30.0,40.0,2.0,30.0,62.42857142857143,109.96666666666667
2022-02-28,S001,P0007,Toys,West,473,453,158,444.41,17.07,15,Snowy,0,20.2,Autumn,2022,2,28,0,9,0,19.0,138.0,252.0,132.0,59.42857142857143,109.6
2022-03-01,S001,P0007,Groceries,South,379,366,174,385.72,63.65,10,Cloudy,0,59.25,Autumn,2022,3,1,1,9,0,453.0,125.0,101.0,337.0,104.42857142857143,120.3
2022-03-02,S001,P0007,Groceries,South,383,256,187,259.53,65.17,15,Rainy,0,66.87,Summer,2022,3,2,2,9,0,366.0,13.0,16.0,235.0,138.85714285714286,121.26666666666667
2022-03-03,S001,P0007,Toys,North,187,165,118,177.56,83.06,10,Sunny,1,80.51,Spring,2022,3,3,3,9,0,256.0,12.0,69.0,103.0,173.57142857142858,121.96666666666667
2022-03-04,S001,P0007,Toys,East,466,405,192,412.31,85.83,15,Snowy,0,86.11,Spring,2022,3,4,4,9,0,165.0,79.0,60.0,87.0,195.42857142857142,124.03333333333333
2022-03-05,S001,P0007,Electronics,East,428,318,181,321.83,28.33,0,Snowy,0,31.09,Winter,2022,3,5,5,9,1,405.0,30.0,135.0,92.0,242.0,134.63333333333333
2022-03-06,S001,P0007,Electronics,North,254,232,64,240.53,32.96,20,Snowy,0,34.94,Winter,2022,3,6,6,9,1,318.0,19.0,40.0,22.0,283.14285714285717,142.16666666666666
2022-03-07,S001,P0007,Furniture,South,350,195,150,212.11,92.14,20,Rainy,0,90.94,Autumn,2022,3,7,0,10,0,232.0,453.0,138.0,236.0,313.57142857142856,149.16666666666666
2022-03-08,S001,P0007,Groceries,West,480,471,182,474.79,45.94,10,Cloudy,0,50.14,Winter,2022,3,8,1,10,0,195.0,366.0,125.0,85.0,276.7142857142857,147.8
2022-03-09,S001,P0007,Electronics,West,388,300,130,306.5,24.21,10,Rainy,0,21.87,Summer,2022,3,9,2,10,0,471.0,256.0,13.0,365.0,291.7142857142857,160.66666666666666
2022-03-10,S001,P0007,Toys,West,371,285,125,292.83,28.97,15,Rainy,0,29.49,Autumn,2022,3,10,3,10,0,300.0,165.0,12.0,185.0,298.0,158.5
2022-03-11,S001,P0007,Electronics,North,376,0,123,19.51,98.11,5,Snowy,0,100.68,Winter,2022,3,11,4,10,0,285.0,405.0,79.0,17.0,315.14285714285717,161.83333333333334
2022-03-12,S001,P0007,Furniture,East,490,10,33,14.43,18.96,10,Cloudy,1,20.24,Winter,2022,3,12,5,10,1,0.0,318.0,30.0,112.0,257.2857142857143,161.26666666666668
2022-03-13,S001,P0007,Furniture,East,246,210,94,225.6,84.01,20,Sunny,1,80.68,Summer,2022,3,13,6,10,1,10.0,232.0,19.0,24.0,213.28571428571428,157.86666666666667
2022-03-14,S001,P0007,Furniture,West,269,249,174,246.12,85.26,15,Snowy,1,81.99,Summer,2022,3,14,0,11,0,210.0,195.0,453.0,165.0,210.14285714285714,164.06666666666666
2022-03-15,S001,P0007,Furniture,West,145,72,123,69.63,31.31,20,Cloudy,0,32.96,Autumn,2022,3,15,1,11,0,249.0,471.0,366.0,2.0,217.85714285714286,166.86666666666667
2022-03-16,S001,P0007,Toys,West,419,86,68,84.56,87.58,5,Snowy,1,89.86,Autumn,2022,3,16,2,11,0,72.0,300.0,256.0,252.0,160.85714285714286,169.2
2022-03-17,S001,P0007,Groceries,North,171,84,38,99.65,44.87,20,Rainy,0,44.96,Summer,2022,3,17,3,11,0,86.0,285.0,165.0,101.0,130.28571428571428,163.66666666666666
2022-03-18,S001,P0007,Toys,South,219,124,148,115.12,68.19,5,Cloudy,0,63.4,Autumn,2022,3,18,4,11,0,84.0,0.0,405.0,16.0,101.57142857142857,163.1
2022-03-19,S001,P0007,Clothing,South,291,236,33,226.48,61.94,15,Snowy,1,60.89,Summer,2022,3,19,5,11,1,124.0,10.0,318.0,69.0,119.28571428571429,166.7
2022-03-20,S001,P0007,Furniture,West,139,109,156,124.21,79.44,0,Rainy,1,79.49,Winter,2022,3,20,6,11,1,236.0,210.0,232.0,60.0,151.57142857142858,172.26666666666668
2022-03-21,S001,P0007,Toys,South,453,369,128,383.98,68.95,10,Sunny,0,66.94,Autumn,2022,3,21,0,12,0,109.0,249.0,195.0,135.0,137.14285714285714,173.9
2022-03-22,S001,P0007,Toys,North,240,53,39,54.32,40.76,0,Snowy,0,36.95,Autumn,2022,3,22,1,12,0,369.0,72.0,471.0,40.0,154.28571428571428,181.7
2022-03-23,S001,P0007,Toys,West,356,309,92,299.69,62.89,20,Cloudy,1,64.56,Spring,2022,3,23,2,12,0,53.0,86.0,300.0,138.0,151.57142857142858,182.13333333333333
2022-03-24,S001,P0007,Electronics,South,394,253,198,244.6,18.71,20,Cloudy,1,19.21,Spring,2022,3,24,3,12,0,309.0,84.0,285.0,125.0,183.42857142857142,187.83333333333334
2022-03-25,S001,P0007,Clothing,South,227,73,168,91.66,94.39,20,Cloudy,0,96.69,Winter,2022,3,25,4,12,0,253.0,124.0,0.0,13.0,207.57142857142858,192.1
2022-03-26,S001,P0007,Furniture,South,147,99,157,109.14,91.27,0,Snowy,1,88.48,Autumn,2022,3,26,5,12,1,73.0,236.0,10.0,12.0,200.28571428571428,194.1
2022-03-27,S001,P0007,Clothing,East,415,298,42,293.0,96.78,15,Sunny,0,98.55,Winter,2022,3,27,6,12,1,99.0,109.0,210.0,79.0,180.71428571428572,197.0
2022-03-28,S001,P0007,Clothing,West,130,26,178,24.04,61.55,15,Cloudy,1,58.87,Spring,2022,3,28,0,13,0,298.0,369.0,249.0,30.0,207.71428571428572,204.3
2022-03-29,S001,P0007,Electronics,South,239,233,147,236.31,93.41,0,Rainy,0,96.59,Winter,2022,3,29,1,13,0,26.0,53.0,72.0,19.0,158.71428571428572,204.16666666666666
2022-03-30,S001,P0007,Toys,South,220,46,107,61.09,36.76,20,Rainy,0,41.51,Spring,2022,3,30,2,13,0,233.0,309.0,86.0,453.0,184.42857142857142,211.3
2022-03-31,S001,P0007,Clothing,East,76,26,160,17.47,91.21,10,Snowy,1,87.17,Summer,2022,3,31,3,13,0,46.0,253.0,84.0,366.0,146.85714285714286,197.73333333333332
2022-04-01,S001,P0007,Furniture,West,52,13,140,21.05,81.89,5,Rainy,0,85.51,Autumn,2022,4,1,4,13,0,26.0,73.0,124.0,256.0,114.42857142857143,186.4
2022-04-02,S001,P0007,Electronics,West,95,94,36,93.39,92.22,20,Sunny,1,94.04,Winter,2022,4,2,5,13,1,13.0,99.0,236.0,165.0,105.85714285714286,178.3
2022-04-03,S001,P0007,Furniture,West,195,126,42,137.24,59.48,10,Rainy,1,60.78,Winter,2022,4,3,6,13,1,94.0,298.0,109.0,405.0,105.14285714285714,175.93333333333334
2022-04-04,S001,P0007,Groceries,North,335,120,112,121.59,97.73,20,Cloudy,0,94.0,Autumn,2022,4,4,0,14,0,126.0,26.0,369.0,318.0,80.57142857142857,166.63333333333333
2022-04-05,S001,P0007,Clothing,West,72,2,37,0.19,74.76,0,Rainy,1,77.31,Summer,2022,4,5,1,14,0,120.0,233.0,53.0,232.0,94.0,160.03333333333333
2022-04-06,S001,P0007,Groceries,East,177,12,89,5.94,15.49,15,Rainy,0,15.44,Autumn,2022,4,6,2,14,0,2.0,46.0,309.0,195.0,61.0,152.36666666666667
2022-04-07,S001,P0007,Clothing,West,205,99,100,111.12,56.63,20,Rainy,0,55.45,Winter,2022,4,7,3,14,0,12.0,26.0,253.0,471.0,56.142857142857146,146.26666666666668
2022-04-08,S001,P0007,Clothing,North,448,102,191,104.13,47.53,20,Cloudy,0,52.27,Summer,2022,4,8,4,14,0,99.0,13.0,73.0,300.0,66.57142857142857,133.86666666666667
2022-04-09,S001,P0007,Electronics,West,442,304,77,303.37,38.83,20,Sunny,0,38.1,Spring,2022,4,9,5,14,1,102.0,94.0,99.0,285.0,79.28571428571429,127.26666666666667
2022-04-10,S001,P0007,Toys,North,431,267,97,280.9,27.37,0,Rainy,0,27.36,Winter,2022,4,10,6,14,1,304.0,126.0,298.0,0.0,109.28571428571429,127.9
2022-04-11,S001,P0007,Groceries,East,495,444,117,451.71,14.42,10,Sunny,0,14.0,Spring,2022,4,11,0,15,0,267.0,120.0,26.0,10.0,129.42857142857142,136.8
2022-04-12,S001,P0007,Furniture,North,129,43,37,39.22,90.77,10,Cloudy,0,91.89,Spring,2022,4,12,1,15,0,444.0,2.0,233.0,210.0,175.71428571428572,151.26666666666668
2022-04-13,S001,P0007,Groceries,South,500,403,21,395.67,24.37,0,Sunny,0,29.31,Winter,2022,4,13,2,15,0,43.0,12.0,46.0,249.0,181.57142857142858,145.7
2022-04-14,S001,P0007,Toys,East,498,172,144,178.37,53.62,20,Sunny,1,50.2,Summer,2022,4,14,3,15,0,403.0,99.0,26.0,72.0,237.42857142857142,150.83333333333334
2022-04-15,S001,P0007,Electronics,South,486,387,99,384.3,23.67,10,Sunny,0,23.36,Winter,2022,4,15,4,15,0,172.0,102.0,13.0,86.0,247.85714285714286,154.16666666666666
2022-04-16,S001,P0007,Electronics,West,204,156,172,169.14,55.73,15,Sunny,0,53.34,Summer,2022,4,16,5,15,1,387.0,304.0,94.0,84.0,288.57142857142856,164.2
2022-04-17,S001,P0007,Groceries,North,59,32,117,40.45,53.33,10,Sunny,1,51.91,Summer,2022,4,17,6,15,1,156.0,267.0,126.0,124.0,267.42857142857144,166.6
2022-04-18,S001,P0007,Furniture,South,115,30,108,42.73,76.68,0,Rainy,0,80.88,Winter,2022,4,18,0,16,0,32.0,444.0,120.0,236.0,233.85714285714286,163.53333333333333
2022-04-19,S001,P0007,Clothing,West,167,99,128,102.77,51.17,10,Rainy,1,56.01,Autumn,2022,4,19,1,16,0,30.0,43.0,2.0,109.0,174.71428571428572,156.66666666666666
2022-04-20,S001,P0007,Electronics,North,278,59,98,64.99,55.41,20,Sunny,0,59.6,Spring,2022,4,20,2,16,0,99.0,403.0,12.0,369.0,182.71428571428572,156.33333333333334
2022-04-21,S001,P0007,Furniture,West,320,289,126,296.18,51.99,10,Snowy,0,50.94,Summer,2022,4,21,3,16,0,59.0,172.0,99.0,53.0,133.57142857142858,146.0
2022-04-22,S001,P0007,Electronics,West,105,21,69,27.0,41.5,0,Sunny,1,37.68,Autumn,2022,4,22,4,16,0,289.0,387.0,102.0,309.0,150.28571428571428,153.86666666666667
2022-04-23,S001,P0007,Groceries,North,223,102,125,111.03,50.1,10,Sunny,0,55.06,Winter,2022,4,23,5,16,1,21.0,156.0,304.0,253.0,98.0,144.26666666666668
2022-04-24,S001,P0007,Toys,North,246,3,130,13.05,30.78,20,Rainy,0,34.5,Spring,2022,4,24,6,16,1,102.0,32.0,267.0,73.0,90.28571428571429,139.23333333333332
2022-04-25,S001,P0007,Groceries,West,373,280,141,286.33,45.49,10,Snowy,1,40.63,Autumn,2022,4,25,0,17,0,3.0,30.0,444.0,99.0,86.14285714285714,136.9
2022-04-26,S001,P0007,Groceries,South,74,20,190,11.14,18.17,15,Snowy,1,19.04,Winter,2022,4,26,1,17,0,280.0,99.0,43.0,298.0,121.85714285714286,142.93333333333334
2022-04-27,S001,P0007,Electronics,North,451,33,47,43.21,68.97,20,Cloudy,1,66.3,Spring,2022,4,27,2,17,0,20.0,59.0,403.0,26.0,110.57142857142857,133.66666666666666
2022-04-28,S001,P0007,Furniture,South,475,425,58,417.06,42.77,10,Cloudy,1,39.31,Winter,2022,4,28,3,17,0,33.0,289.0,172.0,233.0,106.85714285714286,133.9
2022-04-29,S001,P0007,Electronics,North,134,91,35,105.19,36.32,20,Snowy,0,36.22,Autumn,2022,4,29,4,17,0,425.0,21.0,387.0,46.0,126.28571428571429,140.3
2022-04-30,S001,P0007,Groceries,West,198,158,57,177.82,28.69,10,Snowy,1,31.3,Summer,2022,4,30,5,17,1,91.0,102.0,156.0,26.0,136.28571428571428,141.8
2022-05-01,S001,P0007,Furniture,West,91,38,48,32.47,88.86,15,Sunny,1,85.96,Autumn,2022,5,1,6,17,1,158.0,3.0,32.0,13.0,144.28571428571428,146.2
2022-05-02,S001,P0007,Groceries,South,342,134,159,152.38,52.27,5,Snowy,1,56.31,Summer,2022,5,2,0,18,0,38.0,280.0,30.0,94.0,149.28571428571428,147.03333333333333
2022-05-03,S001,P0007,Furniture,North,63,22,36,29.04,99.05,10,Rainy,0,97.4,Summer,2022,5,3,1,18,0,134.0,20.0,99.0,126.0,128.42857142857142,148.36666666666667
2022-05-04,S001,P0007,Clothing,South,471,1,129,4.84,12.23,5,Sunny,1,11.38,Winter,2022,5,4,2,18,0,22.0,33.0,59.0,120.0,128.71428571428572,144.9
2022-05-05,S001,P0007,Electronics,West,157,132,187,126.76,89.23,5,Snowy,0,91.44,Winter,2022,5,5,3,18,0,1.0,425.0,289.0,2.0,124.14285714285714,140.93333333333334
2022-05-06,S001,P0007,Clothing,South,420,198,90,191.45,52.94,15,Sunny,0,48.82,Spring,2022,5,6,4,18,0,132.0,91.0,21.0,12.0,82.28571428571429,145.26666666666668
2022-05-07,S001,P0007,Electronics,West,372,270,67,267.47,22.43,0,Cloudy,1,25.15,Spring,2022,5,7,5,18,1,198.0,158.0,102.0,99.0,97.57142857142857,151.46666666666667
2022-05-08,S001,P0007,Clothing,North,405,88,160,105.65,72.86,0,Cloudy,1,73.86,Autumn,2022,5,8,6,18,1,270.0,38.0,3.0,102.0,113.57142857142857,157.16666666666666
2022-05-09,S001,P0007,Groceries,North,225,193,126,188.1,29.26,15,Sunny,0,24.49,Winter,2022,5,9,0,19,0,88.0,134.0,280.0,304.0,120.71428571428571,156.7
2022-05-10,S001,P0007,Furniture,West,283,67,98,59.43,65.22,5,Rainy,1,61.58,Autumn,2022,5,10,1,19,0,193.0,22.0,20.0,267.0,129.14285714285714,153.0
2022-05-11,S001,P0007,Clothing,West,78,78,85,80.23,70.96,10,Snowy,0,75.53,Winter,2022,5,11,2,19,0,67.0,1.0,33.0,444.0,135.57142857142858,146.33333333333334
2022-05-12,S001,P0007,Groceries,South,297,14,168,22.03,25.89,5,Rainy,0,27.28,Winter,2022,5,12,3,19,0,78.0,132.0,425.0,43.0,146.57142857142858,134.13333333333333
2022-05-13,S001,P0007,Toys,East,255,161,199,161.7,83.29,20,Rainy,1,86.5,Summer,2022,5,13,4,19,0,14.0,198.0,91.0,403.0,129.71428571428572,133.16666666666666
2022-05-14,S001,P0007,Groceries,East,401,369,76,363.27,60.8,10,Sunny,1,57.41,Summer,2022,5,14,5,19,1,161.0,270.0,158.0,172.0,124.42857142857143,125.1
2022-05-15,S001,P0007,Furniture,West,348,303,137,322.8,16.23,20,Rainy,1,18.85,Winter,2022,5,15,6,19,1,369.0,88.0,38.0,387.0,138.57142857142858,131.66666666666666
2022-05-16,S001,P0007,Clothing,South,429,177,143,190.93,74.11,0,Sunny,1,78.71,Winter,2022,5,16,0,20,0,303.0,193.0,134.0,156.0,169.28571428571428,128.86666666666667
2022-05-17,S001,P0007,Furniture,South,484,353,21,363.92,12.17,15,Sunny,1,9.57,Winter,2022,5,17,1,20,0,177.0,67.0,22.0,32.0,167.0,129.56666666666666
2022-05-18,S001,P0007,Groceries,North,415,133,173,144.54,99.1,10,Sunny,1,95.86,Winter,2022,5,18,2,20,0,353.0,78.0,1.0,30.0,207.85714285714286,140.26666666666668
2022-05-19,S001,P0007,Groceries,South,383,148,108,140.23,31.2,5,Cloudy,1,30.65,Winter,2022,5,19,3,20,0,133.0,14.0,132.0,99.0,215.71428571428572,143.7
2022-05-20,S001,P0007,Toys,West,319,87,200,98.09,10.8,5,Rainy,0,15.36,Autumn,2022,5,20,4,20,0,148.0,161.0,198.0,59.0,234.85714285714286,145.33333333333334
2022-05-21,S001,P0007,Toys,West,123,8,93,23.22,17.25,10,Rainy,0,14.49,Spring,2022,5,21,5,20,1,87.0,369.0,270.0,289.0,224.28571428571428,146.26666666666668
2022-05-22,S001,P0007,Groceries,East,339,61,60,71.42,54.8,0,Cloudy,1,51.67,Summer,2022,5,22,6,20,1,8.0,303.0,88.0,21.0,172.71428571428572,136.9
2022-05-23,S001,P0007,Toys,South,314,112,75,128.74,67.85,5,Cloudy,0,65.35,Winter,2022,5,23,0,21,0,61.0,177.0,193.0,102.0,138.14285714285714,138.23333333333332
2022-05-24,S001,P0007,Groceries,East,273,231,80,234.07,75.79,10,Snowy,1,74.17,Winter,2022,5,24,1,21,0,112.0,353.0,67.0,3.0,128.85714285714286,138.56666666666666
2022-05-25,S001,P0007,Electronics,South,382,354,132,371.6,14.08,5,Snowy,0,13.46,Summer,2022,5,25,2,21,0,231.0,133.0,78.0,280.0,111.42857142857143,146.16666666666666
2022-05-26,S001,P0007,Furniture,South,162,162,94,163.22,75.11,10,Cloudy,1,71.21,Winter,2022,5,26,3,21,0,354.0,148.0,14.0,20.0,143.0,148.63333333333333
2022-05-27,S001,P0007,Clothing,West,441,91,48,94.89,21.33,10,Sunny,0,19.48,Autumn,2022,5,27,4,21,0,162.0,87.0,161.0,33.0,145.0,153.36666666666667
